assignment_number,comments,participant_id,batch,processed_text,Dominant_Topic,Perc_Contribution,Topic_Keywords,All_Topics
358.0,"Generally good identifier names and ok indentation for segregating methods. However, some functions are overly long and lack separation.",16,1,"['name', 'indentation', 'method', 'function', 'lack', 'separation']",Access Modifier,0.35271284,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.35271284), ('Structure', 0.29612413), ('Indentation', 0.25868842), ('Naming', 0.0924746)]"
137.0,"Generally good identifier names and nice indentation and white spaces for segregating methods. However, some functions seem a little long.",16,1,"['name', 'indentation', 'method', 'function']",Access Modifier,0.3527114,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.3527114), ('Structure', 0.2961242), ('Indentation', 0.25868973), ('Naming', 0.0924746)]"
125.0,"Generally good identifier names and nice indentation and white spaces for segregating methods. However, some functions seem a little long.",16,1,"['name', 'indentation', 'method', 'function']",Access Modifier,0.35271105,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.35271105), ('Structure', 0.29612428), ('Indentation', 0.25869), ('Naming', 0.09247462)]"
58.0,Generally good identifier names and indentation. Some function has side effects or are overly long.,16,1,"['name', 'indentation', 'function', 'side', 'effect']",Structure,0.42558384,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.42558384), ('Indentation', 0.36668476), ('Access Modifier', 0.10386841), ('Naming', 0.10386295)]"
353.0,Generally good identifier names and indentation. Some function has side effects or are overly long.,16,1,"['name', 'indentation', 'function', 'side', 'effect']",Structure,0.4255837,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.4255837), ('Indentation', 0.36668497), ('Access Modifier', 0.10386838), ('Naming', 0.10386295)]"
422.0,Generally good identifier names and nice indentation and white spaces for segregating methods.,16,1,"['name', 'indentation', 'method']",Access Modifier,0.45893782,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.45893782), ('Indentation', 0.3310801), ('Naming', 0.10499203), ('Structure', 0.10499003)]"
480.0,Generally good identifier names and indentation. Some function has side effects or are overly long.,16,1,"['name', 'indentation', 'function', 'side', 'effect']",Structure,0.42558387,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.42558387), ('Indentation', 0.3666848), ('Access Modifier', 0.10386838), ('Naming', 0.103862934)]"
334.0,Generally good identifier names and indentation. However probably be much better if the TrackReader and everything UI related be in another directory,16,1,"['name', 'indentation', 'trackreader', 'directory']",Indentation,0.62498784,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.62498784), ('Access Modifier', 0.12500784), ('Naming', 0.12500237), ('Structure', 0.12500198)]"
464.0,Some of the methods are too long and are hard to read. More explanations are required as some components of the code are hard to understand.,18,2,"['method', 'explanation', 'component', 'code']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500554), ('Naming', 0.1250044), ('Structure', 0.12500252)]"
568.0,Some parts of the card are hard to read as they are not commented with enough useful information.,18,2,"['part', 'card', 'information']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
216.0,"As many methods are not explained correctly, the code is hard to understand. Also, there are many classes, subclasses and interfaces that are not required.",18,2,"['method', 'interface']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500551), ('Naming', 0.12500438), ('Structure', 0.1250025)]"
35.0,Some of the methods do not have a name that is suitable for the operation they perform. There are some methods that could be broken into multiple parts.,18,2,"['method', 'perform', 'method', 'part']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500553), ('Naming', 0.12500437), ('Structure', 0.12500252)]"
463.0,Some methods do not present a correct layout. The spacing makes the program hard to read.,18,2,"['method', 'layout', 'program']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500553), ('Naming', 0.12500437), ('Structure', 0.1250025)]"
546.0,'Wildlife' or 'Spring' are hard to reused as they do not provide enough information.,18,2,"['wildlife', 'spring', 'information']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
388.0,There are two classes with the same name.,18,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
373.0,Some spacing characteristics make the code hard to read.,18,2,"['characteristic', 'code']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
652.0,The 'Predator' class does not make the code easy to refactor.,18,2,"['predator', 'code', 'refactor']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
103.0,Some spacing makes the code hard to read through.,18,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
430.0,Some spacing in the code makes the readability a bit hard - there are some problems with the spacing.,18,2,"['code', 'bit', 'problem']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
253.0,Some spacing in the code makes it hard sometimes to read.,18,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
684.0,"Some spacing is not in place, and this makes the code hard to read sometimes. Some methods are very long and it is very hard to read through the code.",18,2,"['place', 'code', 'code']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
483.0,"There are some methods that are very long, but they could have been split into multiple ones.",18,2,"['method', 'one']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500553), ('Naming', 0.12500438), ('Structure', 0.1250025)]"
289.0,"Meaningful identifier names, good whitespace, appropriate public/private, function performs single operation.",27,1,"['identifier', 'name', 'whitespace', 'function']",Naming,0.3469014,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.3469014), ('Indentation', 0.29618648), ('Structure', 0.26464397), ('Access Modifier', 0.092268206)]"
555.0,"Meaningful identifier names, good whitespace, appropriate public/private, function performs single operation.",27,1,"['identifier', 'name', 'whitespace', 'function']",Naming,0.3469019,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.3469019), ('Indentation', 0.29618636), ('Structure', 0.26464367), ('Access Modifier', 0.09226809)]"
33.0,"Good identifier names, semi-appropriate public/private, function performs single operation.",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
176.0,"Appropriate identifier names, function performs single operation, public/private should be improved",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
619.0,"Meaningful identifier names, good whitespace, appropriate public/private, function performs single operation.",27,1,"['identifier', 'name', 'whitespace', 'function']",Naming,0.34690168,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.34690168), ('Indentation', 0.29618603), ('Structure', 0.26464415), ('Access Modifier', 0.09226812)]"
305.0,"Meaningful identifier names, good whitespace, appropriate public/private, function performs single operation.",27,1,"['identifier', 'name', 'whitespace', 'function']",Naming,0.3469015,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.3469015), ('Indentation', 0.29618642), ('Structure', 0.26464397), ('Access Modifier', 0.09226812)]"
6.0,"Appropriate identifier names, function performs single operation, public/private could be improved",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
428.0,"Appropriate identifier names, function performs single operation, public/private could be improved",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
43.0,"Meaningful identifier names, appropriate public/private. Some functions do not perform single operation.",27,1,"['identifier', 'name', 'function']",Indentation,0.42075667,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.42075667), ('Structure', 0.37169403), ('Access Modifier', 0.10377587), ('Naming', 0.10377345)]"
267.0,Bad indentation. Mostly appropriate use of variable names.,27,1,"['indentation', 'name']",Indentation,0.6249878,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249878), ('Access Modifier', 0.12500784), ('Naming', 0.12500237), ('Structure', 0.125002)]"
416.0,"Good identifier names, semi-appropriate public/private, function performs single operation.",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
394.0,"Appropriate identifier names, function performs single operation, public/private could be improved",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
529.0,"Meaningful identifier names, appropriate public/private. Some functions do not perform single operation.",27,1,"['identifier', 'name', 'function']",Indentation,0.42075613,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.42075613), ('Structure', 0.37169433), ('Access Modifier', 0.10377597), ('Naming', 0.10377354)]"
345.0,"Good identifier names, semi-appropriate public/private, function performs single operation.",27,1,"['name', 'function']",Structure,0.6249945,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249945), ('Indentation', 0.1250022), ('Access Modifier', 0.12500189), ('Naming', 0.12500139)]"
121.0,"Some inconsistent whitespace, appropriate variable names, good public/private",27,1,"['whitespace', 'name']",Naming,0.62497896,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.62497896), ('Access Modifier', 0.12500884), ('Indentation', 0.12500839), ('Structure', 0.12500384)]"
13.0,no attempt made,27,1,['attempt'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
281.0,"Meaningful identifier names, inconsistent spacing ",27,1,"['identifier', 'name']",Indentation,0.6249811,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249811), ('Access Modifier', 0.12500845), ('Naming', 0.12500617), ('Structure', 0.12500425)]"
284.0,"Meaningful identifier names, appropriate public/private.",27,1,"['identifier', 'name']",Indentation,0.6249814,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249814), ('Access Modifier', 0.12500831), ('Naming', 0.1250061), ('Structure', 0.1250042)]"
161.0,Generally good. Occasional excess white-space,22,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
634.0,Minor issues with extra whitespace.,22,2,['whitespace'],Naming,0.6249786,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.6249786), ('Access Modifier', 0.125009), ('Indentation', 0.12500851), ('Structure', 0.12500387)]"
609.0,Inconsistent indentation,22,2,['indentation'],Indentation,0.6249878,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249878), ('Access Modifier', 0.12500784), ('Naming', 0.12500235), ('Structure', 0.12500198)]"
199.0,"Excess white space. Class variables could be grouped for clarity, e.g. static vars. ",22,2,"['variable', 'clarity', 'var']",Access Modifier,0.62498975,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.62498975), ('Indentation', 0.12500483), ('Naming', 0.12500319), ('Structure', 0.12500222)]"
521.0,Occasional unnecessary whitespace,22,2,['whitespace'],Naming,0.6249786,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.6249786), ('Access Modifier', 0.12500896), ('Indentation', 0.12500851), ('Structure', 0.12500387)]"
105.0,Generally good. Occasional excess white-space,22,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
96.0,Minor issues with extra whitespace.,22,2,['whitespace'],Naming,0.62497866,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.62497866), ('Access Modifier', 0.12500894), ('Indentation', 0.12500852), ('Structure', 0.12500387)]"
645.0,Minor issues with extra whitespace.,22,2,['whitespace'],Naming,0.62497896,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.62497896), ('Access Modifier', 0.12500884), ('Indentation', 0.12500839), ('Structure', 0.12500384)]"
435.0,Minor issues with extra whitespace.,22,2,['whitespace'],Naming,0.6249789,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.6249789), ('Access Modifier', 0.12500884), ('Indentation', 0.12500839), ('Structure', 0.12500384)]"
445.0,Minor issues with extra whitespace.,22,2,['whitespace'],Naming,0.62497896,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.62497896), ('Access Modifier', 0.12500884), ('Indentation', 0.12500839), ('Structure', 0.12500384)]"
193.0,"Excess whitespace, occasional indentation issues.",22,2,"['whitespace', 'indentation']",Naming,0.47689292,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.47689292), ('Indentation', 0.31113276), ('Access Modifier', 0.10599223), ('Structure', 0.10598208)]"
464.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.5622911,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.5622911), ('Indentation', 0.2516144), ('Access Modifier', 0.09305004), ('Naming', 0.09304444)]"
568.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.5622913,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.5622913), ('Indentation', 0.25161424), ('Access Modifier', 0.09305), ('Naming', 0.093044415)]"
216.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229174,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229174), ('Indentation', 0.25161397), ('Access Modifier', 0.09304993), ('Naming', 0.09304439)]"
35.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229097,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229097), ('Indentation', 0.2516145), ('Access Modifier', 0.09305007), ('Naming', 0.09304442)]"
463.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.5622913,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.5622913), ('Indentation', 0.25161424), ('Access Modifier', 0.09305002), ('Naming', 0.093044415)]"
546.0,Some disorganisation with the classes and files included.,17,2,"['disorganisation', 'file']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
536.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229115,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229115), ('Indentation', 0.25161442), ('Access Modifier', 0.093050055), ('Naming', 0.09304443)]"
535.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229126,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229126), ('Indentation', 0.2516142), ('Access Modifier', 0.09305009), ('Naming', 0.09304442)]"
388.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229144,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229144), ('Indentation', 0.25161394), ('Access Modifier', 0.09305013), ('Naming', 0.09304444)]"
81.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.5622912,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.5622912), ('Indentation', 0.25161433), ('Access Modifier', 0.09305005), ('Naming', 0.093044415)]"
373.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229144,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229144), ('Indentation', 0.25161403), ('Access Modifier', 0.09305006), ('Naming', 0.093044415)]"
652.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229144,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229144), ('Indentation', 0.25161412), ('Access Modifier', 0.093050025), ('Naming', 0.093044415)]"
103.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229126,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229126), ('Indentation', 0.25161418), ('Access Modifier', 0.093050085), ('Naming', 0.093044415)]"
364.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229126,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229126), ('Indentation', 0.25161424), ('Access Modifier', 0.09305), ('Naming', 0.09304442)]"
430.0,Some disorganisation with the classes and files included.,17,2,"['disorganisation', 'file']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
253.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes. Some over-complicated methods.",17,2,"['function', 'name', 'indentation', 'code', 'structure', 'method']",Structure,0.43923104,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.43923104), ('Access Modifier', 0.27200776), ('Indentation', 0.2042487), ('Naming', 0.0845125)]"
684.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.56229174,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.56229174), ('Indentation', 0.25161394), ('Access Modifier', 0.09304993), ('Naming', 0.09304439)]"
616.0,Submission only contains original template,17,2,"['submission', 'template']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
456.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.5622912,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.5622912), ('Indentation', 0.25161433), ('Access Modifier', 0.09305007), ('Naming', 0.093044415)]"
483.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",17,2,"['function', 'name', 'indentation', 'code', 'structure']",Structure,0.5622914,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.5622914), ('Indentation', 0.2516142), ('Access Modifier', 0.09305002), ('Naming', 0.093044415)]"
302.0,"Code not very easy to read, names of variables not explicit. ",4,2,"['name', 'variable']",Access Modifier,0.62498975,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.62498975), ('Indentation', 0.12500483), ('Naming', 0.1250032), ('Structure', 0.12500224)]"
303.0,"Easy to follow, good choice of names for the variables",4,2,"['choice', 'name']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
277.0,"Very easy to read, clear and concise code",4,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
542.0,"Easy to read, good job",4,2,['job'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
188.0,"Easy to read, good choise of variable names",4,2,"['choise', 'variable', 'name']",Access Modifier,0.62498975,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.62498975), ('Indentation', 0.12500483), ('Naming', 0.1250032), ('Structure', 0.12500224)]"
261.0,Very easy and compact code,4,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
391.0,Code very easy to read,4,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
680.0,Easy to follow and understand,4,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
672.0,Easy to read ,4,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
575.0,"Very easy to follow, variable names clear, well strucutred",4,2,['name'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
223.0,"Clear, variables well named",4,2,['variable'],Access Modifier,0.6249898,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249898), ('Indentation', 0.1250048), ('Naming', 0.12500317), ('Structure', 0.12500222)]"
143.0,Code well strucutred and easy to read,4,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
453.0,Code very well strucutred and easy to understand,4,2,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
484.0,Code easy to read and to understand,4,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
218.0,Well structure and easy to read,4,2,['structure'],Structure,0.6249857,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.6249857), ('Indentation', 0.12500603), ('Access Modifier', 0.1250047), ('Naming', 0.12500356)]"
219.0,Easy to read,4,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
327.0,Very easy to understand and to read,4,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
290.0,Easy to read,4,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
167.0,"It is readable, though not perfect.",7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
585.0,"It is readable, though not perfect.",7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
474.0,"It is readable, though not perfect.",7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
86.0,"It is readable, though not perfect.",7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
681.0,"It is readable, though not perfect.",7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
107.0,Good.,7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
520.0,"It is readable, though not perfect.",7,2,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
