skill,comments,count
Code Elegance,"the code makes excellent use of classes, inheritance, and interfaces to create well-organized, reusable and maintainable code. class responsibilities are clearly delineated. abstractions like animal, disease, weather allow shared behavior to be cleanly captured. the code is efficient and readable.",1
Code Elegance,"the code makes excellent use of classes, interfaces and inheritance to enable code reuse and extensibility across the various animal and plant types. behavior is elegantly captured in base classes and interfaces. the code is well organized into different files and uses appropriate access modifiers. while there is a lot of code, it does not sacrifice readability and the logic is clear.",1
Code Elegance,"the code makes excellent use of inheritance with base animal, plant and species classes. behavior is customized through polymorphism and constants defined in species-specific data classes. this allows new species to be added easily. the simulator is well structured, encapsulating field and simulation state. ",1
Code Elegance,"the code makes excellent use of inheritance with base animal, predator, and plant classes. shared constants and methods are defined in parent classes. each specific animal and plant type extends the base classes with their unique characteristics. this produces very clean, readable and maintainable code.",1
Code Elegance,"the code makes good use of classes, inheritance (e.g. all animals extend the animal abstract class) and instance variables to enable code reuse.",1
Code Elegance,"the code makes good use of inheritance with an abstract animal class and specific subclasses for each species. behavior is encapsulated within each class. fields and methods have clear, descriptive names. the code is efficient, using collections effectively.",1
Code Elegance,the code makes good use of inheritance with an abstract animal class. behavior is encapsulated within each animal subclass. fields and methods have clear purposes.,1
Code Elegance,"the code makes good use of inheritance with an abstract animal class. code that can be shared between species, like movement, is in the base class. species-specific behavior is neatly encapsulated in each subclass. fields and methods have clear purposes. the time and weather classes add useful functionality without cluttering the main classes. ",1
Code Elegance,the code makes good use of inheritance with an abstract organism superclass. classes and methods are used effectively to organize the code and enable reuse. the logic is clean and efficient. ,1
Code Elegance,"the code makes good use of inheritance, with an abstract animal class that the concrete species classes extend. this allows for code reuse. the logic for animal behaviors like moving, eating, and breeding is encapsulated within each class. ",1
Code Elegance,"the code makes great use of inheritance, with a base food class that plant and animal extend from. this allows shared functionality to be reused. there are also abstract act() methods that get implemented in each subclass. the logic for each animal species is broken out into its own class which encapsulates the species-specific properties and behavior. constants are used effectively for things like breeding age, food value, etc. the code is efficient, readable and well-structured.",1
Code Elegance,"the code presented has some elements of elegance. however, it  is too simplistic to be considered as complex enough.",1
Code Elegance,"the design is questionable. there is a cyclical relationship with organism, animal, and the various types of animals. it makes extending the program a more arduous process. behaviour of each animal would be better specified on a class-by-class basis.",1
Code Elegance,the enum are defined in a different way. some of the characteristics of the animals should have been shared by the superclass.,1
Code Elegance,the food chain class is an elegant way to represent the predator/prey relations.,1
Code Elegance,the genderequals method should have been defined in the superclass rather than exploited in each of the subclasses. this also applies to the common attributes between many different animals. the same happens also with the different kind of plants.,1
Code Elegance,"the methods 'createweatherlist' is redundant and it complicates the code. similar characteristics of different species are defines repeatedly in each subclass, rather than in their superclass.",1
Code Elegance,"the refactored class, even though it contains attributes that are common for all the animals, some of them define them again in their class. the weather class is not correctly defined as it is empty - not good practice.",1
Code Elegance,the spacing is not correct in some areas of the program. some of the attributes that are common for each species are not determined in the superclass. abstract methods inside classes that are not abstract. methods are not either private/protected/public.,1
Code Elegance,"the student demonstrates a sound understanding of encapsulation and inheritance. the introduction of a plant superclass is a nice touch. the animal classes could be divided into subtypes of predator, prey supertypes for improved modularity. the creatures class contains too many disparate parts of model logic that should be distributed elsewhere. for example, mixing weather with time, location, and life is not ideal. ",1
Code Elegance,the student demonstrates excellent use of classes and functions to produce reusable and maintainable code; the code is efficient without sacrificing readability and understanding.,1
Code Elegance,the student demonstrates excellent use of classes and functions.,1
Code Elegance,"the student demonstrates excellent use of classes and inheritance to produce reusable and maintainable code. the animal and habitatfood abstract classes define shared functionality. each species extends these appropriately (e.g. mouse, hyena, flower). methods are used effectively to encapsulate behaviors like eating, breeding, aging, and disease transmission. the code is efficient and readable.",1
Code Elegance,"the student demonstrates excellent use of classes, inheritance (abstract animal class extended by predator and prey) and polymorphism to create a well-structured, extensible design. the code is broken into logical methods and avoids redundancy. fields and methods have appropriate access modifiers. the act() methods delegate work to other methods with clear purposes like givebirth(), findfood() etc. smart optimizations are made, like caching free adjacent locations. ",1
Code Elegance,"the student exhibits an adept knowledge of encapsulation and modular code design. abstract classes, enums, and inheritance are used appropriately. the general code structure is well-organised and open to extension. ",1
Code Elegance,"the student has shown a good understanding of code modularity, inheritance and use of abstract classes. the use of predator/prey sub-types is good, and the encapsulation of common behaviours in the animal class is clean.",1
Code Elegance,the student has submitted the original task code unmodified with no extensions,1
Code Elegance,the student shows a good understanding of code structuring with good use of inheritance and abstraction. the inclusion of predator and prey classes is clean and appropriate for encapsulation. the time and weather classes also improve dependency management. ,1
Code Elegance,"the student shows a good understanding of encapsulation and inheritance: for example, introducing the organism class to contain common methods and properties of agents. however, the plants and animals should be divided into their own subtypes and a predator / prey class would improve modularity. ",1
Code Elegance,the student used abstract classes and interfaces well. the code is modularised well and is open to extension. the classes and methods adhere to the single-responsibility principle. common functionality is pushed to the superclasses such as 'animal',1
Code Elegance,"the student uses abstract classes and inheritance appropriately, however, some design decisions negatively impact the elegance of the codebase. for example, the act() method of agents is much too large and is difficult to maintain- mixing logic for many disparate concerns such as breeding and movement. the submission includes what appear to be previous versions of the code in the form of [1].java files (however i have not marked the student lower for these)",1
Code Elegance,the student uses encapsulation and inheritance well. the inclusion of nature as a class type is effective for implementing the tree and weed. there are some methods such as act() which are too large and would benefit from being divided further. the passing of 'frogpresent' etc. in these classes should be avoided to reduce tight-coupling of classes,1
Code Elegance,the student uses encapsulation and inheritance well. the use of interfaces for 'eatable by' is clever and effective. the inclusion of carnivore and herbivore subtypes makes for easily-maintanable code,1
Code Elegance,the submission is merely the handout code.,1
Code Elegance,"the use of the 'actor' interface seems redundant. the variables are repeatedly initialised in the child, but a better option would be to initialise them in the superclass. the colour method is not correctly placed.",1
Code Elegance,"there are many characteristics common to multiple animals, but they are all defined in the subclass, rather than in the superclass. the 'animal' class contains abstract methods, even though it is not abstract.",1
Code Elegance,"there are many variables defines inside the subclass rather than the superclass, even though many subclasses share the same characteristics. the 'prey' class presents only a constructor - this is not considered good practice.",1
Code Elegance,"there are many variables that should be specific to a superclass that are defined in a subclass. 'disease' class has an empty constructor - so does 'winter'. the difference between a male and a female should not be made by a different class. fox acts as a superclass for foxes, instead of an animal class that is a superclass for all of them, and without a fox class.",1
Code Elegance,"there are some clear remnants of copy pasting/chatgpt usage. class structure is unintuitive, particularly how elements are structured. ",1
Code Elegance,there are some constructors that are empty - this is not considered good practice.,1
Code Elegance,"there are some variables that are shared by all superclasses, but they are defined in all the subclasses.",1
Code Elegance,"there is a redundant class just for making use of the arraylist, this is not desirable.",1
Code Elegance,"though i see the effort, i do not think they know what inheritance really means, which results in a worse design compared to the example.",1
Code Elegance,time and weather could be implemented in separate class to improve extensibility,1
Code Elegance,"to better differentiate between preys and predators, it may be helpful to have a super class for preys and another super class for predators.",1
Code Elegance,"to improve extensibility of code, it would be useful to add superclass for predators and preys",1
Code Elegance,"to improve extensibility, it would be better to implement plant as a abstract class",1
Code Elegance,"to improve the extensibility of your code, it would be better to implement time in a separate class.",1
Code Elegance,"usage of interfaces incorrectly, compilation errors. a lot of code rewritten when it could have been implemented in an abstract class,",1
Code Elegance,"use of actor interface, predator and prey classes helps keep the code elegant.",1
Code Elegance,use of classes and functions improves code extensibility ,1
Code Elegance,very good application of the notions of the module,1
Code Elegance,"very good use of the notion of the module, good implementation of the challenge tasks",1
Code Elegance,"very good, great options and challenges, good use of notion in class and a lot a creativity ",1
Code Elegance,very well done ! all the concepts learnt during the module are wisely used to serve your project,1
Code Elegance,very well structured code,1
Code Elegance,"very well written, many challenges very well implemented, good balance in parameters",1
Code Elegance,"well strucutred, notion learnt in class properly utilised, some challenges tried",1
Code Elegance,"whilst code is generally well written, some aspects of what class/entity should be responsible for what task remain a little unintuitive. for example, it doesn't seem semantically intact for the simulator to decide what animals (predators in this case) should act or not when there is fog. it would make more sense for an animal to ingest this information and decide what it will do.",1
Code Elegance,"whilst most abstractions and oop principles are applied sensibly, there are some fundamental misrepresentations of entities and their position in the class hierarchy. take, for example, disease - it shouldn't stand that a disease should keep track of every animal it infects, but rather an animal contracts a disease and this affects its behaviour/internal parameters.",1
Correctness,"core tasks: all listed core tasks have been completed, indicating a comprehensive approach to the simulation's basic requirements.

challenge tasks:  three challenge tasks are completed (plants, weather, disease), demonstrating exceptional technical aptitude and creativity in extending the simulation beyond the basic requirements.

bluej: run's in bluej without any issues.",27
Correctness,it is basically correct.,12
Correctness,all base tasks and extension tasks have been completed. documentation is provided for how each of the tasks is completed.,6
Correctness,core and challenging tasks completed,6
Correctness,seems unoriginal and lacks interesting thoughts.,6
Correctness,the application works as described in the assignment; all base tasks are completed; the student has completed all of the challenge tasks;,6
Correctness,does not compile,5
Correctness,it is good.,5
Correctness,some efforts have been put into this project.,5
Correctness,all base tasks and extension tasks are completed. some documentation on how these tasks are implemented.,4
Correctness,all core and challenge tasks completed. no additional extension work.,4
Correctness,the application functions incorrectly on some inputs/actions.,4
Correctness,the application works as described in the assignment; all base tasks are completed; the student has completed some of the challenge tasks;,4
Correctness,"the application works. base tasks completed. 3 challenge tasks attempted (plants, disease, weather). ",4
Correctness,"the application works. base tasks completed. 3 challenge tasks attempted (plants, weather, disease).",4
Correctness,all base and challenge tasks completed to a high standard. ,3
Correctness,all base and challenge tasks completed. no self-defined extension implemented. ,3
Correctness,all base tasks and extension tasks have been completed. some documentation is provided for how each of the tasks is completed.,3
Correctness,all challenge and base classes are implemented correctly to a high standard.,3
Correctness,all core and challenge tasks are completed,3
Correctness,all core tasks completed. extension tasks completed except for disease implenetation.,3
Correctness,minor details of tasks are violated; the application functions correctly; the student has completed some of the challenge tasks.,3
Correctness,much effort has been put into this project.,3
Correctness,no disease,3
Correctness,program runs well. some challenge tasks were attempted.,3
Correctness,the application works as described in the assignment; all base tasks are completed; the implementation demonstrates originality and creativity. and technical excellence in the completion of all challenging tasks,3
Correctness,"the application works. base tasks completed. 2 challenge tasks attempted (plants, disease). ",3
Correctness,"the application works. base tasks completed. 2 challenge tasks attempted (plants, weather).",3
Correctness,"the core requirements like having 5+ species with predators, prey, plants, gender, and day/night behavior seem met based on the code. the challenge mission was completed well.",3
Correctness,very great in terms of correctness. this does a better job than the example code.,3
Correctness,"added a graph view, core and challenging tasks completed",2
Correctness,all base and challenge tasks are completed,2
Correctness,all base and challenge tasks completed,2
Correctness,all base tasks and extension tasks are completed. some documentation on how these tasks are implemented,2
Correctness,"all base tasks and extension tasks have been completed. generally, class design is quite crafty. documentation has been provided for how each tasks are completed.",2
Correctness,all base tasks and some extension tasks have been completed. documentation is provided for how each of the tasks is completed.,2
Correctness,"all base tasks and some extension tasks have been completed. generally, there are indications/documentation on what has been completed and they were completed reasonably.",2
Correctness,all base tasks completed to a high standard. no challenge tasks completed. ,2
Correctness,all base tasks completed. plants and weather implemented. disease not implemented.,2
Correctness,all basic tasks and challenges completed,2
Correctness,all basic tasks and most challenges completed,2
Correctness,all core tasks and challenging tasks completed,2
Correctness,"all core tasks complete, 2 of 3 challenge tasks completed.",2
Correctness,all core tasks completed. only plants implemented from extension tasks.,2
Correctness,"all objectives are completed, code compiles and a stable simulation runs.",2
Correctness,"all tasks complete, findfood implemented such it is obtrusive with growth of application .",2
Correctness,at least 2 predators do not compete for same food source.,2
Correctness,"base tasks all completed well, nice addition of plants and weather for the challenge class.",2
Correctness,completed all core tasks and challenging tasks,2
Correctness,"core tasks: all listed core tasks have been completed, indicating a comprehensive approach to the simulation's basic requirements.

challenge tasks:  one challenge task is completed (plants) demonstrating some technical aptitude and creativity in extending the simulation beyond the basic requirements.

bluej: run's in bluej without any issues.",2
Correctness,"core tasks: all listed core tasks have been completed, indicating a comprehensive approach to the simulation's basic requirements.

challenge tasks:  two challenge tasks are completed (plants, weather), demonstrating exceptional technical aptitude and creativity in extending the simulation beyond the basic requirements.

bluej: run's in bluej without any issues.",2
Correctness,"creative idea with the hunter class, nice weather implementation and diverse choice of animal classes.",2
Correctness,"disease attribute added, doesn't affect behaviour",2
Correctness,does not compile.,2
Correctness,"everything compiles and there is a stable simulation, all objectives have been completed to good standard",2
Correctness,great! more thoughtful than others.,2
Correctness,"incredible implementation. great additional gui functionality, all base and challenge tasks completed to a very high standard.",2
Correctness,most deliverables complete and code compiles with a stable simulation.,2
Correctness,no attempt made,2
Correctness,no tasks are completed. submission is the same as the original folder,2
Correctness,none of the core tasks is implemented. same code as the default files provided. no changes were made.,2
Correctness,program works as intended. challenge tasks are implemented.,2
Correctness,program works well. challenge tasks are implemented.,2
Correctness,program works well. some challenge tasks are implemented.,2
Correctness,"-core tasks and challenge tasks are completed but submission has below issues : 

-after 10-15 seconds all species except plants die, only season time and weather change
-some classes do not have description 
-some methods' descriptions are not clear + some additional comments could be added like what does an animal do at certain daytime or weather 
- methods should only use parameters that they have as an argument in tree class act method has a lot of parameters despite the fact that it does not use any of them, this is redundancy and does not match clean code standarts, extra level of abstraction could be added in order to get rid of this.
- i wouldn't recommend to create enums inside of classes like you do in simulator, time weather and season enums could be separated as they would be more readable additionally if we consider enums are specific type of classes they should begin with capital letters
- formatting, indentation",1
Correctness,"a creative way to implement a ""disease"" this is done by animals eating plastic. all core tasks and challenge tasks completed.",1
Correctness,all base and challenge tasks are completed to a good standard,1
Correctness,"all base and challenge tasks are completed, small improvements like namings, separating methods into util or helper classes could be considered. 
overall solution is good, easy to read and understand",1
Correctness,"all base and challenge tasks are implemented. 


creative and unique solution with good usage of methods, however abstraction level could be enhanced and redundancy could be handled. for example if tree does not do anything in act method then there is no point to override it. instead additional abstraction could be used ",1
Correctness,all base and challenge tasks completed ,1
Correctness,all base and challenge tasks implemented,1
Correctness,"all base and challenge tasks implemented, program lags at later steps",1
Correctness,all base and challenging tasks are completed ,1
Correctness,all base and some challenge tasks completed to a high standard. disease class has probability so low that it will never come into effect during simulation.,1
Correctness,all base classes are implemented correctly to a high standard.,1
Correctness,"all base requirements have been met. challenge extensions have been added including disease spread, weather and plants. the time-of-day is modelled as an influencing factor on some behaviours, however, this is incredibly limited and represents a linear relationship. ",1
Correctness,all base tasks and challenge tasks are implemented. optimisation needed: the programme lags significantly as the number of steps increases.,1
Correctness,all base tasks and challenge tasks have been completed,1
Correctness,all base tasks and challenge tasks implemented,1
Correctness,all base tasks and extension tasks have been completed. documentation is provided for how each of the tasks is completed. can be craftier in implementing tasks like diseases.,1
Correctness,all base tasks and extension tasks have been completed. little documentation is provided for how each of the tasks is completed.,1
Correctness,all base tasks and most extension tasks are completed and documentation is included for how they are completed,1
Correctness,all base tasks and most extension tasks are completed and little documentation is included for how they are completed,1
Correctness,all base tasks and most extension tasks are completed. some documentation on how these tasks are implemented but more can be provided and can be craftier to complete these tasks.,1
Correctness,all base tasks are complete. student implemented a good representation of challenge extensions. all requirements are met and creativity displayed through the disease spread extension. the time-of day behaviours are very limited and have been implemented to a poor quality,1
Correctness,all base tasks are completed,1
Correctness,all base tasks are completed and challenge tasks are implemented. optimisation is needed as application lags at some stages.,1
Correctness,all base tasks are completed and no extension tasks are completed. has followed the submission instruction.,1
Correctness,all base tasks are completed and some challenge tasks,1
Correctness,"all base tasks are completed and some of the challenging tasks are done, however, the simulator doesn't run correctly.",1
Correctness,"all base tasks are completed, with at least five different acting species (zebra, giraffe, lemur, lion, cheetah), including two predators (lion, cheetah) and non-predators. the lion and cheetah compete for the same food sources. genders are distinguished and creatures can only propagate when a male and female meet. time of day is tracked and some creatures exhibit different behaviors at night. the student also implemented weather as a challenge task which influences animal behavior.",1
Correctness,all base tasks are implemented to a high standard and multiple challenge extensions are implemented with creativity and technical proficiency. the student has gone above and beyond with their creative agent behaviours,1
Correctness,all base tasks completed and challenge tasks completed,1
Correctness,all base tasks completed and most challenge tasks completed - entities not influenced by weather,1
Correctness,all base tasks completed and most challenge tasks completed - more entities could be influenced by weather,1
Correctness,all base tasks completed and one challenge task is attempted,1
Correctness,all base tasks completed and some challenge tasks attempted,1
Correctness,"all base tasks completed, no challenge tasks attempted",1
Correctness,all base tasks have been attempted but the gender feature is slightly inaccurate. no challenge tasks have been attempted. generally ok implementation of these tasks.  some documentation is provided for how features are implemented.,1
Correctness,all base tasks were completed - but did not differentiate males from females. the challenge tasks attempted included adding plants and environments which influenced the behaviour of entities,1
Correctness,"all base tasks were completed, but not all challenge tasks were attempted",1
Correctness,"all baseline and challenge tasks are completed to a good standard. this include modelling weather, plants, and disease. the implementation of the challenge tasks is competent but of limited complexity",1
Correctness,all baseline and extension classes are implemented to a high standard. the simulation shows professionalism and care to detail,1
Correctness,all baseline requirements are implemented well. some challenges are implemented but the student did not implement disease spread. the weather-influenced behaviours are interesting and creative. ,1
Correctness,all baseline requirements are met competently and the challenge extensions are implemented to a high standard. the weather component could be extended with more significant impact on agent behaviours,1
Correctness,all baseline requirements are met to a competent level. challenge extensions such as weather and additional environment types have also been implemented well. the idea of weather affecting movement directions is creative,1
Correctness,"all baseline requirements are met to a high standard. challenge extensions are also implemented well, including: disease spread, plants, and adding water as an environmental area type. the disease spread behaviour is limited and is based on a probability function rather than proximity between agents. however, diseases are inherited from parents and spread when propogating. ",1
Correctness,"all baseline requirements have been met to a good standard with appropriate predators and prey, breeding and time of day behaviours. the student has implemented plants as a challenge extension ",1
Correctness,"all baseline tasks are implemented correctly and challenges such as disease spread and plant life are implemented with creativity. for example, animals can pick up diseases via eating diseased plants. the animals do not have any complex time-based behaviours- seemingly all agents are told to 'not act' by the simulator during night time. ",1
Correctness,"all baseline tasks are implemented correctly with a demonstration of predator/prey animals, time-based behaviours and competition for food. challenge extensions have been implemented in the form of the earthquake environmental behaviour. the solution is creative and competently implemented. the model does suffer from poor calibration where the model often reaches an 'empty' state very quickly - perhaps a commentary on humanity's disregard for sea-life?",1
Correctness,all baseline tasks have been completed to an excellent standard. the challenge tasks are tackled with competence and creativity. there is good variety in the behaviours of different agent types and environmental effects on behaviour. the student has gone above and beyond by implementing different types of diseases,1
Correctness,all basic and challenge task completed. extra marks for effects when raining.,1
Correctness,all basic and challenge tasks completed. extra marks for good ui. no report.,1
Correctness,all basic and challenge tasks completed. no report provided.,1
Correctness,all basic tasks and challenges completed.,1
Correctness,all basic tasks and challenges.,1
Correctness,"all basic tasks and most challenges completed, extra marks for ui.",1
Correctness,all basic tasks completed but only 1 challenge. no report provided.,1
Correctness,all challenge and base classes are implemented correctly.,1
Correctness,"all challenge and base classes are implemented, however all classes apart from algae die out quickly during simulation. parameters of growth, death, etc. should be adjusted to see more interesting results.",1
Correctness,"all challenge and base classes are implemented, however all classes apart from fruit and fern die out quickly during simulation. parameters of growth, death, etc. should be adjusted to see more interesting results.",1
Correctness,"all challenge and base classes are implemented, however plant and panther class die out quickly during simulation.",1
Correctness,all core and challenge tasks are completed to a high standard,1
Correctness,all core and challenge tasks completed. ,1
Correctness,"all core and challenge tasks completed. as an extension, the student also implements the ""scavenger"" animal type.",1
Correctness,all core and challenging tasks completed,1
Correctness,"all core and challenging tasks completed, added a menu to the gui ",1
Correctness,all core and extension tasks completed. candidate implements owns extension - carcasses.,1
Correctness,all core and extension tasks completed. candidate implements owns extension - plant height.,1
Correctness,all core and extension tasks completed. candidate implements owns extension - predator combat.,1
Correctness,all core and extension tasks completed. candidate implements owns extension - predators competing for food.,1
Correctness,all core and extension tasks completed. candidate implements owns extensions - disease types and terrain.,1
Correctness,all core and some optional objectives completed. the code compiles and the simulation is stable.,1
Correctness,all core tasks and challenge tasks completed.,1
Correctness,all core tasks and challenging tasks were completed,1
Correctness,"all core tasks are completed - there are at least 5 acting species (lion, leopard, zebra, camel, antelope), with lions and leopards as predators competing for the same prey. the species distinguish males and females and require them to meet to propagate. time of day is tracked, with some creatures exhibiting different behavior at night (lions and leopards sleep from 10pm-10am).

multiple challenge tasks are also implemented, including disease spread, weather that impacts behavior, and a nicely formatted graphical view showing key stats. ",1
Correctness,"all core tasks are completed, including at least 5 acting species (fjallrav, lodjur, ren, varg, brunbjorn), with at least 2 predators (varg, brunbjorn) and 2 non-predators (fjallrav, ren). the varg and brunbjorn compete for shared prey species. males and females are distinguished and must meet to propagate. time of day is tracked and some behaviors differ based on time.

multiple challenge tasks were implemented demonstrating originality and technical excellence. plants (druvflader, maskros) are simulated and eaten by some animals. weather effects like fog and rain impact animal visibility and plant growth. a disease mechanic was added where eating druvflader has a chance to infect animals. ",1
Correctness,"all core tasks are completed, including at least 5 acting species (snake, lion, human, sheep, bird, moose), with at least 2 predators (snake, lion, human) and 2 non-predators (sheep, bird, moose). the lion and snake compete for the same food sources. some species distinguish male and female individuals, requiring them to meet to propagate. time of day is tracked, with some creatures exhibiting different behavior at certain times. the challenge tasks of adding plants, weather, and disease have also been implemented successfully.",1
Correctness,"all core tasks are completed, with at least 5 acting species (wolf, sheep, snake, rhizomys, elephant), including predators (wolf, snake) and non-predators (sheep, rhizomys, elephant). the wolf and snake compete for sheep and rhizomys as shared food sources. the species distinguish males and females, requiring them to meet to propagate. time of day is tracked, with some behaviors likely differing between day and night. challenge tasks like adding plants (bamboo, grass), weather, and disease are also implemented. ",1
Correctness,"all core tasks seem to be completed, including having at least 5 different acting species (rabbit, fox, wolf, goat, rat), at least 2 predators (fox, wolf) and 2 non-predators (rabbit, goat, rat), predators competing for the same food source (e.g. foxes eat both rabbits and rats), and species distinguishing male/female individuals that must meet to breed. time of day is tracked and impacts behaviors like sleeping. all challenge tasks are completed. the question is no replace the rabbit class and fox class of the template with other animals.",1
Correctness,"all good, but uses internal implementation for disease and weather. could be separated. ",1
Correctness,"all of the base tasks are completed - the simulation has at least 5 species (rabbits, foxes, plants, squirrels, nuts, vultures, mice). males and females are distinguished, requiring them to meet to propagate. time of day is tracked, with some creatures like rabbits and squirrels unable to move at night. however, a few details are missing - the original fox and rabbit classes were used rather than being replaced by different predator/prey species as specified. no challenge tasks like weather or disease simulation were attempted.",1
Correctness,"all tasks complete, weather actions implemented such it is obtrusive with growth of application .",1
Correctness,"all tasks completed, however, weather could have been implemented using the enum class. ",1
Correctness,all tasks except disease have been completed. overall the use of inheritance and different classes has been good. ,1
Correctness,all tasks has been completed and generally quite crafty in the way of completing the tasks.,1
Correctness,all tasks has been completed. some methods can be simplified slightly. overall nice use of different classes to implement different challenge tasks. ,1
Correctness,all the core tasks and challenging tasks were completed,1
Correctness,application failed to run in bluej due to assertionerror ,1
Correctness,at least 5 different kinds of acting species are not present only 4 are there,1
Correctness,at least five animals are created. at least 2 animals compete for the same resources. at least 2 animals eat only grass types. the time of the day influences the bahaviour of the animals. only a male with a female can give birth to another animal. extra challenges: plants successfully added.,1
Correctness,base and challenge tasks are completed,1
Correctness,base and challenge tasks are implemented. inefficient implementation of the environment interactions causes the simulation to execute very slowly.,1
Correctness,"base and challenge tasks very well implemented, simulation stable, the output summary is a good addition",1
Correctness,"base and challenge tasks well implemented, but the simulation could be more stable. ",1
Correctness,"base and challenge tasks well implemented, but the simulation could run a bit longer.",1
Correctness,"base and challenge tasks well implemented, the simulation is quite stable but could run longer",1
Correctness,"base tasks all completed well, nice addition of plants and weather for the challenge class. simulation elimnates all but two species within very few steps in practice.",1
Correctness,"base tasks all completed well, nice addition of plants for the challenge class. simulation elimnates all but two species within very few steps in practice.",1
Correctness,base tasks and the weather challenge task is implemented. inefficient and incorrect implementation of the animal classes causes the simulation to execute very slowly and the time implementation is also implemented wrongly.,1
Correctness,base tasks completed. challenge tasks were attempted.,1
Correctness,base tasks not completed,1
Correctness,both genders can breed around males,1
Correctness,"breeding is not dependent on gender, which was a core task",1
Correctness,cannot open the project in bluej. error: no java source files were found in this directory,1
Correctness,"challenge tasks and base tasks implemented, but the simulation dies almost immediately",1
Correctness,"challenge tasks are implemented, however basic tasks such as having plants are not implemented",1
Correctness,class coupling is very clear,1
Correctness,code compiles and all deliverables are achieved.,1
Correctness,"code compiles and all deliverables are met, simulation is stable.",1
Correctness,"code compiles, but does not run.",1
Correctness,"code does not compile and does not run on blue j, crashes the application as it continues to open a lot of folders",1
Correctness,code does not run.,1
Correctness,code functions well. some challenge tasks were attempted.,1
Correctness,code has not extended the base code.,1
Correctness,code is functional. some challenge tasks were attempted.,1
Correctness,"code is generally correct and compiles successfully with a stable simulation, meeting all the objectives.",1
Correctness,code is implemented and works. challenge tasks are implemented.,1
Correctness,code is implemented well. some challenge tasks are implemented.,1
Correctness,"code runes well. a substantial effort into extending the program was attempted. there is an issue with running the simulation. however, individual steps still work.",1
Correctness,"code runs but nothing is displayed. 
completed all basic tasks and some challenges.",1
Correctness,code runs but the simulation quickly falls into a state and stays there. no challenge,1
Correctness,code runs well. challenge task of substantial difficulty achieved.,1
Correctness,code runs well. challenge tasks were attempted. a significant extension to the program has been attempted.,1
Correctness,code runs well. challenge tasks were attempted. an error message appears when trying to release the vaccine while the program is running.,1
Correctness,code runs well. some challenge tasks were attempted.,1
Correctness,code works as intended. challenge tasks are implemented.,1
Correctness,code works well. a substantial challenge task has been completed.,1
Correctness,code works well. attempt at challenge tasks was done.,1
Correctness,code works well. some challenge tasks are attempted.,1
Correctness,"compilations errors, completed all of the core tasks. some of the challenging tasks completed to some degree however not to great quality.",1
Correctness,compile error in simulator and statistics view. missing packages,1
Correctness,compile error: incompatible types actors.actor cannot be converted to animal.,1
Correctness,compiler errors for rabbit and fox classes. mating behaviour does not include sex (m/f) of animals.,1
Correctness,"compiles, works well. stops fast. lacks challenges",1
Correctness,completed all base and extension tasks. generally implemented them in a crafty manner to reduce the number of repeated codes. ,1
Correctness,completed all base tasks and extension tasks. generally implemented all features from assignments. more explanation needed for easier interpretation. ,1
Correctness,"completed all base tasks and one extension task. generally, more explanation is needed for easier identification of these tasks.",1
Correctness,completed all basic and challenge task. extra marks for good looking ui.,1
Correctness,completed all basic and challenge tasks.,1
Correctness,completed all basic tasks and challenges,1
Correctness,completed all core and challenging tasks. simulator is in 3d view as well,1
Correctness,completed all core tasks and challenging tasks. added a unit test as well,1
Correctness,completed all core tasks and some of the challenging tasks,1
Correctness,"completed all the core tasks and challenging tasks however, not the best quality code.",1
Correctness,completed all the core tasks and challenging tasks with some errors.,1
Correctness,convoluted implementation of weather and disease,1
Correctness,core and challenge tasks are implemented but code contains a lot of duplications which can be removed by using static variables or additional abstractions,1
Correctness,"core and challenge tasks except disease functionality are complete but they are implemented in a general way.
for example, as far as i understand act method was implemented inside of animal class, there is no instanceof check, all animals are expected to behave in a same way in night or stormy weather. 
this implementation could be enhanced by more abstraction ",1
Correctness,core and challenging tasks completed ,1
Correctness,core and challenging tasks completed. added natural disasters,1
Correctness,"core task is good. it includes at least 5 different species (zebra, lion, antelope, hyena, cheetah), with lions, hyenas and cheetahs as predators and zebras and antelopes as non-predators. the hyenas and cheetahs compete for antelopes as prey. male/female genders are distinguished for breeding in some species like the antelope and cheetah classes. time of day is tracked, with animals exhibiting different sleeping behavior at night. ",1
Correctness,core tasks and challenging tasks all completed,1
Correctness,core tasks and challenging tasks completed ,1
Correctness,core tasks are completed and some challenge tasks are implemented,1
Correctness,core tasks completed except for having 5 acting species (plants do not count).,1
Correctness,core tasks completed except for predators sharing same food.,1
Correctness,core tasks completed however no challenging tasks attempted ,1
Correctness,"core tasks: all listed core tasks have been completed, indicating a comprehensive approach to the simulation's basic requirements.

challenge tasks:  no challenge tasks were attempted.

bluej: run's in bluej without any issues.",1
Correctness,"core tasks: all listed core tasks have been completed, indicating a comprehensive approach to the simulation's basic requirements.

challenge tasks:  two challenge tasks are completed (plants, disease), demonstrating technical aptitude and creativity in extending the simulation beyond the basic requirements.

bluej: run's in bluej without any issues.",1
Correctness,"core tasks: all listed core tasks have been completed, indicating a comprehensive approach to the simulation's basic requirements.

challenge tasks:  two challenge tasks are completed (plants,, disease), demonstrating technical aptitude and creativity in extending the simulation beyond the basic requirements.

bluej: run's in bluej without any issues.",1
